"","tissue","gene","lfc","padj","logpadj","comparison","direction"
"965","DG","Kctd12",0.82,"6.43e-05",4.19,"yoked vs. trained","trained"
"966","DG","Kdm6b",0.7,"4.88e-03",2.31,"yoked vs. trained","trained"
"967","DG","Kdm7a",0.52,"7.26e-02",1.14,"yoked vs. trained","trained"
"968","DG","Kitl",1.91,"3.47e-03",2.46,"yoked vs. trained","trained"
"969","DG","Klf2",1.09,"1.12e-02",1.95,"yoked vs. trained","trained"
"970","DG","Klf7",0.64,"9.55e-02",1.02,"yoked vs. trained","trained"
"971","DG","Knop1",-0.69,"5.43e-02",1.27,"yoked vs. trained","yoked"
"972","DG","Lbh",1.22,"2.67e-04",3.57,"yoked vs. trained","trained"
"973","DG","Lcmt2",1.15,"4.49e-02",1.35,"yoked vs. trained","trained"
"974","DG","Lemd3",0.84,"5.37e-02",1.27,"yoked vs. trained","trained"
"975","DG","Lmna",1.22,"3.96e-02",1.4,"yoked vs. trained","trained"
"976","DG","Lonrf1",1.86,"5.05e-03",2.3,"yoked vs. trained","trained"
"977","DG","Lrrc45",-0.59,"2.94e-02",1.53,"yoked vs. trained","yoked"
"978","DG","Lrrtm2",0.62,"7.56e-02",1.12,"yoked vs. trained","trained"
"979","DG","Lysmd4",-0.86,"1.14e-03",2.94,"yoked vs. trained","yoked"
"980","DG","Maml2",0.67,"6.22e-02",1.21,"yoked vs. trained","trained"
"981","DG","March11",1.52,"2.77e-03",2.56,"yoked vs. trained","trained"
"982","DG","Mcl1",0.52,"3.52e-02",1.45,"yoked vs. trained","trained"
"983","DG","Med7",0.82,"3.45e-02",1.46,"yoked vs. trained","trained"
"984","DG","Mest",1.62,"1.88e-05",4.73,"yoked vs. trained","trained"
"985","DG","Mfap3l",1.15,"2.54e-03",2.6,"yoked vs. trained","trained"
"986","DG","Mn1",1.21,"2.27e-04",3.64,"yoked vs. trained","trained"
"987","DG","Mrps31",-1.08,"5.48e-02",1.26,"yoked vs. trained","yoked"
"988","DG","Mtdh",0.56,"7.30e-02",1.14,"yoked vs. trained","trained"
"989","DG","Mtmr12",0.37,"8.95e-02",1.05,"yoked vs. trained","trained"
"990","DG","Myc",1.08,"8.28e-02",1.08,"yoked vs. trained","trained"
"991","DG","Naf1",0.75,"2.26e-02",1.65,"yoked vs. trained","trained"
"992","DG","Nap1l5",0.65,"2.28e-02",1.64,"yoked vs. trained","trained"
"993","DG","Ndnl2",0.79,"4.35e-02",1.36,"yoked vs. trained","trained"
"994","DG","Nedd9",1.63,"2.25e-02",1.65,"yoked vs. trained","trained"
"995","DG","Nefm",0.56,"3.05e-02",1.52,"yoked vs. trained","trained"
"996","DG","Nfil3",1.69,"2.16e-03",2.67,"yoked vs. trained","trained"
"997","DG","Npas4",2.49,"4.57e-07",6.34,"yoked vs. trained","trained"
"998","DG","Nptx2",1.56,"5.37e-05",4.27,"yoked vs. trained","trained"
"999","DG","Nr4a1",1.57,"6.67e-02",1.18,"yoked vs. trained","trained"
"1000","DG","Nr4a2",1.71,"9.37e-03",2.03,"yoked vs. trained","trained"
"1001","DG","Nr4a3",2.27,"8.07e-03",2.09,"yoked vs. trained","trained"
"1002","DG","Ntrk2",0.4,"9.60e-02",1.02,"yoked vs. trained","trained"
"1003","DG","Nuak1",0.59,"2.39e-03",2.62,"yoked vs. trained","trained"
"1004","DG","Odc1",0.85,"7.26e-04",3.14,"yoked vs. trained","trained"
"1005","DG","Olfml2b",0.42,"1.55e-02",1.81,"yoked vs. trained","trained"
"1006","DG","Otud1",1.88,"1.82e-07",6.74,"yoked vs. trained","trained"
"1007","DG","P4ha1",0.56,"6.73e-02",1.17,"yoked vs. trained","trained"
"1008","DG","Pak6",0.81,"3.92e-03",2.41,"yoked vs. trained","trained"
"1009","DG","Pcdh8",1.39,"8.43e-05",4.07,"yoked vs. trained","trained"
"1010","DG","Peg10",0.96,"5.24e-02",1.28,"yoked vs. trained","trained"
"1011","DG","Peli1",1.28,"7.01e-06",5.15,"yoked vs. trained","trained"
"1012","DG","Per1",1.14,"1.01e-02",2,"yoked vs. trained","trained"
"1013","DG","Per2",1.11,"9.17e-02",1.04,"yoked vs. trained","trained"
"1014","DG","Phlda1",1.54,"5.37e-05",4.27,"yoked vs. trained","trained"
"1015","DG","Piga",1.2,"1.72e-02",1.76,"yoked vs. trained","trained"
"1016","DG","Pigb",-0.57,"8.33e-02",1.08,"yoked vs. trained","yoked"
"1017","DG","Plagl1",1.28,"3.02e-04",3.52,"yoked vs. trained","trained"
"1018","DG","Plk2",1.56,"9.00e-05",4.05,"yoked vs. trained","trained"
"1019","DG","Plk3",1.6,"2.90e-03",2.54,"yoked vs. trained","trained"
"1020","DG","Pou3f3",0.53,"3.13e-02",1.5,"yoked vs. trained","trained"
"1021","DG","Ppp1r15a",1.14,"1.14e-03",2.94,"yoked vs. trained","trained"
"1022","DG","Ppp1r15b",0.64,"9.37e-03",2.03,"yoked vs. trained","trained"
"1023","DG","Prpf38b",0.52,"3.11e-02",1.51,"yoked vs. trained","trained"
"1024","DG","Ptgs2",2.11,"7.61e-05",4.12,"yoked vs. trained","trained"
"1025","DG","Pxn",-0.5,"5.87e-02",1.23,"yoked vs. trained","yoked"
"1026","DG","Ranbp2",1.4,"4.96e-03",2.3,"yoked vs. trained","trained"
"1027","DG","Rap2a",0.56,"9.46e-02",1.02,"yoked vs. trained","trained"
"1028","DG","Rasd1",1.93,"4.64e-03",2.33,"yoked vs. trained","trained"
"1029","DG","Rasl11a",1.68,"2.06e-03",2.69,"yoked vs. trained","trained"
"1030","DG","Rfx2",2.44,"2.50e-05",4.6,"yoked vs. trained","trained"
"1031","DG","Rfx7",-0.59,"5.43e-02",1.27,"yoked vs. trained","yoked"
"1032","DG","Rgmb",1.04,"3.89e-03",2.41,"yoked vs. trained","trained"
"1033","DG","Rgs2",2.13,"7.53e-05",4.12,"yoked vs. trained","trained"
"1034","DG","Rgs4",1.19,"3.21e-03",2.49,"yoked vs. trained","trained"
"1035","DG","Rnaseh1",-1.1,"6.11e-02",1.21,"yoked vs. trained","yoked"
"1036","DG","Rnf128",0.62,"5.44e-02",1.26,"yoked vs. trained","trained"
"1037","DG","Rnf217",1.5,"5.62e-02",1.25,"yoked vs. trained","trained"
"1038","DG","Rora",1.37,"1.45e-04",3.84,"yoked vs. trained","trained"
"1039","DG","Samd8",0.57,"2.69e-02",1.57,"yoked vs. trained","trained"
"1040","DG","Scg2",0.93,"1.78e-04",3.75,"yoked vs. trained","trained"
"1041","DG","Sde2",1.12,"2.77e-03",2.56,"yoked vs. trained","trained"
"1042","DG","Sec61b",-1.08,"9.26e-02",1.03,"yoked vs. trained","yoked"
"1043","DG","Serp1",0.68,"5.20e-02",1.28,"yoked vs. trained","trained"
"1044","DG","Sertad1",1.41,"3.11e-02",1.51,"yoked vs. trained","trained"
"1045","DG","Sgk1",1.79,"1.21e-06",5.92,"yoked vs. trained","trained"
"1046","DG","Sh2d3c",1.39,"6.36e-02",1.2,"yoked vs. trained","trained"
"1047","DG","Siah2",1.02,"3.52e-02",1.45,"yoked vs. trained","trained"
"1048","DG","Ski",0.4,"1.28e-02",1.89,"yoked vs. trained","trained"
"1049","DG","Slc16a1",1.87,"1.67e-08",7.78,"yoked vs. trained","trained"
"1050","DG","Slc25a25",0.72,"2.16e-03",2.67,"yoked vs. trained","trained"
"1051","DG","Slc2a1",0.85,"8.38e-03",2.08,"yoked vs. trained","trained"
"1052","DG","Slc2a3",0.5,"8.13e-04",3.09,"yoked vs. trained","trained"
"1053","DG","Slc45a4",0.67,"2.17e-02",1.66,"yoked vs. trained","trained"
"1054","DG","Slc6a6",0.36,"6.48e-02",1.19,"yoked vs. trained","trained"
"1055","DG","Slitrk5",0.54,"6.54e-02",1.18,"yoked vs. trained","trained"
"1056","DG","Smad7",2.55,"3.46e-09",8.46,"yoked vs. trained","trained"
"1057","DG","Snx18",1.54,"5.83e-06",5.23,"yoked vs. trained","trained"
"1058","DG","Sowahc",1.45,"2.38e-03",2.62,"yoked vs. trained","trained"
"1059","DG","Sox9",1.06,"4.92e-02",1.31,"yoked vs. trained","trained"
"1060","DG","Spty2d1",1.37,"1.00e-06",6,"yoked vs. trained","trained"
"1061","DG","Srek1ip1",-0.69,"8.67e-02",1.06,"yoked vs. trained","yoked"
"1062","DG","Srf",0.86,"2.16e-03",2.67,"yoked vs. trained","trained"
"1063","DG","Stmn4",0.5,"6.28e-02",1.2,"yoked vs. trained","trained"
"1064","DG","Syt4",0.93,"5.00e-03",2.3,"yoked vs. trained","trained"
"1065","DG","Tdrp",1.21,"8.13e-04",3.09,"yoked vs. trained","trained"
"1066","DG","Tgfb3",0.88,"9.26e-02",1.03,"yoked vs. trained","trained"
"1067","DG","Tiparp",1.83,"9.73e-04",3.01,"yoked vs. trained","trained"
"1068","DG","Tmem167",-0.53,"7.94e-02",1.1,"yoked vs. trained","yoked"
"1069","DG","Tmem50a",-0.69,"2.21e-02",1.65,"yoked vs. trained","yoked"
"1070","DG","Tnip2",0.6,"4.32e-03",2.36,"yoked vs. trained","trained"
"1071","DG","Tra2b",0.66,"2.06e-03",2.69,"yoked vs. trained","trained"
"1072","DG","Traip",-0.73,"3.96e-02",1.4,"yoked vs. trained","yoked"
"1073","DG","Trp53inp2",0.48,"8.28e-02",1.08,"yoked vs. trained","trained"
"1074","DG","Tsc22d2",1.09,"8.08e-04",3.09,"yoked vs. trained","trained"
"1075","DG","Tspyl3",-1.02,"5.19e-02",1.28,"yoked vs. trained","yoked"
"1076","DG","Tubb4a",-0.57,"9.39e-02",1.03,"yoked vs. trained","yoked"
"1077","DG","Ubc",0.81,"5.37e-05",4.27,"yoked vs. trained","trained"
"1078","DG","Usp27x",0.9,"9.26e-02",1.03,"yoked vs. trained","trained"
"1079","DG","Uspl1",0.76,"4.13e-03",2.38,"yoked vs. trained","trained"
"1080","DG","Vamp1",-0.54,"5.87e-02",1.23,"yoked vs. trained","yoked"
"1081","DG","Vcl",0.85,"9.94e-02",1,"yoked vs. trained","trained"
"1082","DG","Wdr45b",0.51,"8.81e-02",1.05,"yoked vs. trained","trained"
"1083","DG","Zbtb33",0.67,"6.41e-02",1.19,"yoked vs. trained","trained"
"1084","DG","Zc3h12c",1.21,"3.44e-02",1.46,"yoked vs. trained","trained"
"1085","DG","Zdbf2",1.47,"5.37e-05",4.27,"yoked vs. trained","trained"
"1086","DG","Zfand5",0.84,"1.94e-03",2.71,"yoked vs. trained","trained"
"1087","DG","Zfp207",-0.37,"7.26e-02",1.14,"yoked vs. trained","yoked"
"1088","DG","Zfp275",1.26,"2.59e-03",2.59,"yoked vs. trained","trained"
"1089","DG","Zfp281",0.6,"1.32e-02",1.88,"yoked vs. trained","trained"
"1090","DG","Zfp654",0.72,"6.11e-02",1.21,"yoked vs. trained","trained"
"1091","DG","Zfp655",0.6,"6.28e-02",1.2,"yoked vs. trained","trained"
"1092","DG","Zfp668",-0.65,"1.36e-02",1.87,"yoked vs. trained","yoked"
"1093","DG","Zfp711",1.03,"9.26e-02",1.03,"yoked vs. trained","trained"
"1094","DG","Zfp791",-1.33,"8.33e-02",1.08,"yoked vs. trained","yoked"
"1095","DG","Zfp869",1.07,"3.11e-02",1.51,"yoked vs. trained","trained"
"1096","DG","Zfp949",-0.94,"3.52e-02",1.45,"yoked vs. trained","yoked"
