,R,G,B,hex_val,hls_val
Srgap1,0.003745176486773087,0.9351666366830532,0.2583306388549609,#01ee42,#01ee42
Ssna1,0.9987576699337314,0.6415739048849344,0.3665055358602504,#ffa45d,#ffa45d
Ssxb2,0.14395505465003422,0.33536897038882335,0.06337155766958799,#255610,#4aac20
Stard3nl,0.27094350960615343,0.2397023651368706,0.9928244042765848,#453dfd,#453dfd
Stmn4,0.20427626252004685,0.10657933767760966,0.30248895005447624,#341b4d,#663597
Stx2,0.20565729788370635,0.001283423762989588,0.0076277492822004,#340002,#cb0108
Sumf2,0.2039903461672806,0.10790379399403374,0.3025877593169423,#341c4d,#653696
Suv39h1,0.2700954581922983,0.23856745152632353,0.9939928037193226,#453dfd,#453dfd
Syt4,0.1905608833626017,0.12490399980658441,0.009960692653918649,#312003,#c27f0a
Syt5,0.22895035803804237,0.11660162540799728,0.11484295800269231,#3a1e1d,#884544
Tada2b,0.2579577178448759,0.20376542330601466,0.8864596511618595,#4234e2,#4234e2
Tax1bp1,0.21208922777954908,0.06405576929478307,0.2818299573891495,#361048,#7d26a6
Tbc1d17,0.1908201821440913,0.12383842871556114,0.009778013628747187,#312002,#c27e0a
Tbcel,0.26388333198979513,0.058906432986145375,0.08070374453523958,#430f15,#a72533
Tceb2,0.9999178882438754,0.6421833994779755,0.36788313936976746,#ffa45e,#ffa45e
Tcta,0.29422639801101075,0.49035778397519664,0.817531645969628,#4b7dd0,#4b7dd0
Tdrp,0.9944689972499517,0.6400049447422568,0.3688960256717882,#fea35e,#fea35e
Tes,0.0,0.9999999999999998,0.30481290611285194,#00ff4e,#00ff4e
Tgfb3,0.7695387356753898,0.6489075315089289,0.3887906723675854,#c4a563,#c4a563
Tgs1,0.2084733762634991,0.05621440193485834,0.21192280668750257,#350e36,#9f2ba1
Thap4,0.01324548045085772,0.836674349831569,0.19065220874339803,#03d531,#03d531
Thoc7,0.009699383834657134,0.945533224841473,0.44381486706283757,#02f171,#02f171
Tiparp,0.01576113854484376,0.9469164624684635,0.4438785890415378,#04f171,#04f171
Tlr13,0.2589989366217779,0.26827319287539825,0.9916850122321793,#4244fd,#4244fd
Tmed2,0.28894378156767253,0.26580533204791057,0.9453094062735172,#4a44f1,#4a44f1
Tmem119,0.20267114228278194,0.003831065683748892,0.029475803845220257,#340108,#c8041d
Tmem151b,0.9999178882438757,0.6421833994779755,0.36788313936976735,#ffa45e,#ffa45e
Tmem167,0.24378599189038203,0.04479976609976798,0.07884320247759803,#3e0b14,#ac2038
Tmem201,0.9994229613204244,0.6415797406127091,0.3670252868459897,#ffa45e,#ffa45e
Tmem253,0.0123214191725581,0.8916167669255111,0.2214648778015539,#03e338,#03e338
Tmem39a,0.1975486613230322,0.028190779332225437,0.012148781363936524,#320703,#c01b0c
Tmem47,0.345124898585671,0.44950833387841516,0.2808934142833612,#587348,#607e4e
Tmem50a,0.01324548045085772,0.836674349831569,0.19065220874339803,#03d531,#03d531
Tmem8b,0.21183536931705504,0.123602799616016,0.08880126104511823,#362017,#90543c
Tmprss9,0.20350542972357488,0.43301259610481346,0.8109714842399794,#346ecf,#346ecf
Tmx4,0.009511946832795388,0.9493555794901316,0.4380982062366791,#02f270,#02f270
Tnfrsf23,0.0,0.9999999999999998,0.30481290611285194,#00ff4e,#00ff4e
Tnip2,0.9991479344628488,0.6419488144203632,0.3682345052681238,#ffa45e,#ffa45e
Toe1,0.024045283275974737,0.9152323237778945,0.23034984330906258,#06e93b,#06e93b
Tox4,0.7615735489879508,0.6444694014786694,0.39402722092094145,#c2a464,#c2a464
Tra2b,0.21270238601497185,0.06061536483344123,0.05545497580330294,#360f0e,#a22e2a
Traip,0.05400569898662251,0.9764340490760809,0.2874500817429394,#0ef949,#0ef949
Trappc6b,0.2574986106785571,0.2717391475772144,0.9907507418341571,#4245fd,#4245fd
Trhr,0.2714641266154472,0.23931385324662469,0.9905401867139625,#453dfd,#453dfd
Trib1,0.024295660309575803,0.9805824326732853,0.309545883399183,#06fa4f,#06fa4f
Trim11,0.9999178882438754,0.6421833994779755,0.36788313936976735,#ffa45e,#ffa45e
Trp53inp2,0.021838679446738264,0.9171980309311968,0.2315609399518582,#06ea3b,#06ea3b
Tsen54,0.23347656658944285,0.026536335242055897,0.02626475523230658,#3c0707,#b71515
Tspan33,0.7119101234727024,0.6623200993880599,0.38860809590303136,#b6a963,#b6a963
Tuba1b,0.7606072943679953,0.6449681268056369,0.3936859135057707,#c2a464,#c2a464
Tubb2a,0.05400569898662251,0.9764340490760809,0.2874500817429394,#0ef949,#0ef949
Tubb3,0.9999178882438754,0.6421833994779755,0.36788313936976735,#ffa45e,#ffa45e
Tubb4a,0.9995919057023018,0.6419969427920977,0.36793968942293653,#ffa45e,#ffa45e
Tubb4b,0.28894378156767253,0.26580533204791057,0.9453094062735172,#4a44f1,#4a44f1
Txnip,0.167392797022335,0.28783914663363175,0.16443694412014842,#2b492a,#4c824a
U2af1l4,0.20499299001600269,0.000356643913970364,0.011340012986046201,#340003,#cc000b
Uba3,0.19570032105757948,0.11103630075111906,0.008492249075388278,#321c02,#c46f08
Ubc,0.009511946832795388,0.9493555794901316,0.4380982062366791,#02f270,#02f270
Ube2a,0.01739639250118277,0.9459418294668688,0.4449069283001994,#04f171,#04f171
